Complete?,Title of Policy,Date Entered,Entered By,QC Checked By,QC Check Date,Description,Legal Status,Policy Category,Building Codes,Clean Procurement,Climate Commitment,Training & Education,Policy Subcategory,Buy Clean,Owner Procurement Guidelines,Public Sector Incentives,Building Code Requirements,Zoning Incentives,Building Design Incentives,Climate Action Plan,Resolution/Declaration of Intent,Research Funding,Education,Methodology,Participation,Jurisdiction,Location,Country,lat,lon,Implementing Agency,Status,Date Enacted,Date In Effect,Covered Sector(s),Covered Material(s),Concrete,Steel/Rebar,Aluminum,Cement,Brick,Iron,Asphalt,Wood/Timber,Insulation,Glass,Covered Life-Cycle Stages,Application Type,Scale of Approach,Covered Applications,Covered Impacts,Target,Target Date,Additional Targets,Compliance Mechanism,Threshold Varies?,Compliance Threshold Quantity/Range,Compliance Threshold Unit,Threshold Methodology ,Threshold Change Cadence,Disclosure Type,Required Disclosure Standard,Required PCR,Disclosure Specificity,Disclosure Material Quantities,Disclosure Data Repository,Link(s),Archived Version,Source(s),Notes,Other
TRUE,Low-Carbon Transportation Materials Grants Program of Inflation Reduction Act,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"On March 12, 2024, FHWA announced $2 billion available to fund low carbon materials that create less pollution by reducing the levels of embodied greenhouse gas emissions, including concrete (and cement), glass, asphalt mix, and steel. In FHWA's Low Carbon Transportation Materials (LCTM) Program $1.2 Billion is available to State Departments of Transportation (including District of Columbia and Puerto Rico) through a Request for Applications (RFA) to fund activities and projects that advance the use of low carbon materials and products. This RFA approach will allow FHWA to quickly provide reimbursement or incentive funds to states to begin eligible activities and incorporate low carbon materials on construction projects now. In the coming months FHWA will also make available $800 million to target non-State applicants, including metropolitan planning organizations, local governments or agencies, Federally recognized tribes, Federal Lands Management Agencies, and other agencies through a Notice of Funding Opportunity (NOFO). FHWA encourages non-State applicants to partner with states on applications and projects.",Statutory,"Clean Procurement, Training & Education",0,1,0,1,"Public Sector Incentives, Research Funding",0,0,1,0,0,0,0,0,1,0,Monetary Incentive Provision,Voluntary,National,USA,United States,40.94373,-101.352,US Department of Transportation Federal Highway Administration,Active,2024,2024,"3273, 32412, 3272, 3311","Concrete/cement, Asphalt, Flat Glass, Steel",1,1,0,1,0,0,1,0,0,1,NA,Transportation projects,Product,State Department of Transportation projects,GHG Emissions,Net Zero Purchasing,2050,NA,NA,NA,NA,NA,NA,NA,SF-424 Application,NA,NA,NA,NA,NA,https://www.fhwa.dot.gov/lowcarbon/,https://ucsb.box.com/s/zkeb1ynwsgua773xvg28oefbcbgts2as,Grants.gov. (n.d.).Low Carbon Transportation Matrials Program. Grants.gov. https://grants.gov/search-results-detail/356233,,
TRUE,New York City Executive Order 23,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Capital project agencies shall make their best efforts to incorporate low-carbon concrete specifications for all batch plant ready-mixed concrete used in capital projects and for concrete sidewalks, where such agency determines that such specifications are practicable and not preempted by State or Federal requirements. Capital project agency. In accordance with guidance from the Office, capital project agencies shall develop and submit action plans aimed at reducing embodied carbon in capital projects to the Office by October 1, 2023. Such agencies are encouraged to develop joint action plans.construction managers shall submit environmental product declarations (EPDs) to the Building Transparency database, a publicly available database of EPD",Statutory,Clean Procurement,0,1,0,0,Owner Procurement Guidelines,0,1,0,0,0,0,0,0,0,0,Product/Material-Specific Carbon Limits or Reductions,Mandatory,City,"New York City, NY, USA",United States,40.73993,-73.9862,New York City Mayor's Office,Active,2022,2023,"3311, 3273","Concrete, Steel",1,1,0,0,0,0,0,0,0,0,A1-A3,Any construction project,Product,Substantial reconstruction and new projects,GHG Emissions,Carbon Neutrality,2050,NA,"Type III EPD, Life Cycle Assessment",NA,NA,NA,NA,2 Years,EPD Type III; LCA,ISO 14025,NA,Product,NA,Building Transparency Database,https://www.nyc.gov/office-of-the-mayor/news/023-002/executive-order-23,https://ucsb.box.com/s/zkeb1ynwsgua773xvg28oefbcbgts2as,"New York City Mayor's Office. (2022, September 22). Executive Order 23. New York City Mayor's Office. https://www.nyc.gov/office-of-the-mayor/news/023-002/executive-order-23",,
TRUE,NSW Decarbonising Infrastructure Delivery,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,Government construction projects must contract from suppliers which are able to certify lower embodied carbon materials through either a NABERS Embodied Carbon 4-star rating or other low-carbon/avoided carbon specification (not detailed) starting July 2024,Statutory,Clean Procurement,0,1,0,0,Owner Procurement Guidelines,0,1,0,0,0,0,0,0,0,0,"Reporting/Analysis Requirement, Product/Material-Specific Carbon Limits or Reductions",Mandatory,State,"New South Wales, Australia",Australia,-32.4791,147.8816,New South Wales Government,Active,2023,2024,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,All construction projects,Product,NSW contracted construction projects,GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Product,NA,NA,https://www.dcceew.gov.au/sites/default/files/documents/esp-policy-reporting-framework.pdf,https://ucsb.box.com/s/11xjp9r5hh3ld7ud6d1art1e0pa8ddsb,"Department of Climate Change, Energy, the Environment and Water. (n.d.). ESP policy reporting framework. Australian Government. https://www.dcceew.gov.au/sites/default/files/documents/esp-policy-reporting-framework.pdf",,
TRUE,China Notice on Expanding the Scope of the Government Procurement Policy to Support Green Building Materials and Promote Improved Building Quality,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Starting from November 2022, the government procurement policy of supporting green building materials and promoting the improvement of building quality will be implemented in 48 cities (districts) including Chaoyang District, Beijing (including the previous 6 pilot cities, see Appendix 1 for the specific list of cities). Projects included in the scope of policy implementation include government procurement projects such as hospitals, schools, office buildings, complexes, exhibition halls, convention and exhibition centers, gymnasiums, and affordable housing, including government procurement projects subject to the Tendering and Bidding Law. The relevant cities may choose to implement some projects first, and gradually expand the scope based on summarizing experience, so as to achieve full coverage of the implementation of government procurement project policies by 2025. It is encouraged to include other government investment projects in the scope of implementation.",Non-Statutory,Climate Commitment,0,0,1,0,Resolution/Declaration of Intent,0,0,0,0,0,0,0,1,0,0,Plan,Mandatory,National,China,China,35.8136,101.0382,Ministry of Finance Ministry of Housing and Urban-Rural Development Ministry of Industry and Information Technology,Active,2022,2022,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,Buildings,Project,"government procurement projects such as hospitals, schools, office buildings, complexes, exhibition halls, convention and exhibition centers, gymnasiums, and affordable housing, including government procurement projects subject to the Tendering and Bidding Law",GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.gov.cn/zhengce/zhengceku/2022-10/25/content_5721569.htm,https://ucsb.box.com/s/kyu28r5eio5gotwezd3ta1g7327v5cvo,"State Council of the People's Republic of China. (2022, October 25). Notice on expanding the scope of government procurement to support green building materials and promote the improvement of building quality. The State Council of the People's Republic of China. https://www.gov.cn/zhengce/zhengceku/2022-10/25/content_5721569.htm",,
TRUE,California AB 1010,6/21/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"In California, the state legislature can regulate the state licensure requirements. AB 1010 is one example of the legislature creating such training and education requirements. Through AB 1010, which passed in 2021, all licensed architects in the state of California must go through five hours of continuing education every two years (when renewing their license) specifically on the topic of net-zero carbon design.",Statutory,Training & Education,0,0,0,1,Education,0,0,0,0,0,0,0,0,0,1,NA,Mandatory,State,"CA, USA",United States,37.22544,-119.856,California State Legislature,Active,2021,2021,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,Buildings,NA,Buildings,GHG Emissions,NA,NA,NA,Continuing Ediuctation Credits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://aiacalifornia.org/press-room-releases/net-zero-carbon-continuing-education-signed-into-law/,https://ucsb.box.com/s/607tpep9euv34pecu3bhml3mofycdx5h,"AIA California. (2023, September 23). Net zero carbon continuing education signed into law. AIA California. https://aiacalifornia.org/press-room-releases/net-zero-carbon-continuing-education-signed-into-law/",,
TRUE,Industrial Deep Decarbonization Initiative,10/28/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Pledge from Canada, Germany, US, and UK (Members of the Industrial Deep Decarbonisation Initiative or IDDI) include the following: 
Level 1: Starting no later than 2025, require disclosure of
the embodied carbonin cement/concrete and steel
procured for public construction projects
Level 2: Starting no later than 2030, conduct whole project life cycle assessments for all public construction projects, and, by 2050, achieve net zero emissions in all public construction projects. 
Level 3: Starting no later than 2030, require procurement of low emission cement/concrete and steel in public
construction projects, applying the highest ambition
possible under national circumstances. 
Level 4: Starting in 2030, require procurement of a share of cement and/or crude steel from near zero emission
material production for signature projects",Non-Statutory,Climate Commitment,0,0,1,0,Resolution/Declaration of Intent,0,0,0,0,0,0,0,1,0,0,Reporting/Analysis Requirement,Both Mandatory and Voluntary Aspects,International,Multiple ,Multiple,,,Industrial Deep Decarbonization Initiative,Active,2023,2025,"3273, 331110","Cement, concrete, steel",1,1,0,1,0,0,0,0,0,0,NA,All construction projects,"Project, Product",Public projects,GHG Emissions,Net zero emissions in public buildings and/or built infrastructure,NA,NA,Type III EPD,NA,NA,NA,NA,NA,EPD,ISO 14025,TBD,Product,NA,NA,https://www.industrialenergyaccelerator.org/wp-content/uploads/FINAL-The-GPP-Pledge-brochure-2023-update.pdf,https://ucsb.box.com/s/if68f42lf69kl7dfphwfqcuc03rvfs88,Industrial Energy Accelerator. (2023). The GPP pledge brochure 2023 update. Industrial Energy Accelerator. https://www.industrialenergyaccelerator.org/wp-content/uploads/FINAL-The-GPP-Pledge-brochure-2023-update.pdf,,
TRUE,"Brookline, MA Warrant Article 18 -- Use of Low-carbon Concrete",10/28/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Resolution passed in Brookline, MA to use low-carbon concrete ""wherever feasible"" in construction where low-carbon concrete is defined as a product that emits at least 10% less carbon dioxide in its production compared to the average mixture used for a given application ",Statutory,"Climate Commitment, Clean Procurement",0,1,1,0,"Resolution/Declaration of Intent, Public Sector Incentives",0,0,1,0,0,0,0,1,0,0,Product/Material-Specific Carbon Limits or Reductions,Mandatory,City,"Brookline, MA, USA",United States,42.3318,71.1212,"Town of Brookline, Massachussetts",Active,2021,2021,3273,Concrete,1,0,0,0,0,0,0,0,0,0,NA,All construction projects,Product,All construction projects,GHG Emissiosn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.brooklinema.gov/DocumentCenter/View/25813/Advisory-Committee-ReportWA-18final101321?bidId=,https://ucsb.box.com/s/27m49ek4kf945v3yao65yvhu9h2rs5vq,"Brookline Advisory Committee. (2021, October 13). Advisory committee report WA-18 final. Town of Brookline. https://www.brooklinema.gov/DocumentCenter/View/25813/Advisory-Committee-ReportWA-18final101321?bidId=",,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
